ConceptID;Estado;Término Preferido;Términos Sinónimos;Término Abreviado;Observación;Sensibilidad;Creación Nombre;Revisado;Consultar;Etiquetas;Riesgo Teratogénico;FFA ¦ Tipo FFA ¦ Orden;Condición de Venta;Unidad de U_Asist;Recomendaciones ¦ Receta ¦ Gestión ¦ Indicación ¦ Tipo Recomendación;Vía Administración ¦ Orden;Estado Prescripción;Cantidad de Volumen Total ¦ Unidad de Volumen;URL;Medicamento clínico especial;ConceptID Fármacos - Medicamento Básico ¦ Preferido Fármacos - Medicamento Básico ¦ Estado;ConceptID Fármacos - Sustancia ¦ Preferido Fármacos - Sustancia ¦ Orden ¦ Cantidad Potencia ¦ Unidad Potencia ¦ Cantidad PP ¦ Unidad PP ¦ Estado;ATC;Comercializado;ConceptID SNM ¦ Preferido SNM ¦ Tipo de Relación ¦ Grupo;CIE-10 ¦ Tipo de Relación
678201000167109;Vigente;betametasona fosfato sódico 4 mg/mL inyectable;;;;Sensible;Manual;No;No;;; • 9764 ¦ inyectable ¦ Continua ¦ 1;91 ¦ Receta Médica Retenida; • 9382 ¦ miligramo;;" • 9432 ¦ intravenosa ¦ 1
 • 9425 ¦ intramuscular ¦ 2";95 ¦ válido como MC prescribible;1.0 ¦ mililitro;;No;671161000167105 ¦ betametasona ¦ Vigente ;" • 652091000167108 ¦ betametasona fosfato sódico ¦ 1 ¦ 4.0 ¦ miligramo ¦ 1.0 ¦ mililitro ¦ Vigente 
 • 652001000167102 ¦ betametasona ¦ 1 ¦ 4.0 ¦ miligramo ¦ 1.0 ¦ mililitro ¦ Vigente ";12183 ¦ betametasona ¦ H02AB01;Si; • 325346002 ¦ betametasona, 4 mg/ml, solución inyectable, ampolla de 1 ml ¦ es un[a] ¦ 0;
678211000167106;Vigente;fosfato de sodio monobásico 21,4 g/133 mL + fosfato de sodio dibásico 7,9 g/133 mL enema;;;;Insensible;Manual;No;No;;; • 9778 ¦ enema ¦ Discreta ¦ 1;89 ¦ Receta Médica; • 9384 ¦ mililitro;; • 9440 ¦ rectal ¦ 1;95 ¦ válido como MC prescribible;;;No;668801000167101 ¦ fosfato de sodio dibásico + fosfato de sodio monobásico ¦ Vigente ;" • 648621000167102 ¦ fosfato de sodio monobásico ¦ 1 ¦ 21.4 ¦ gramo ¦ 133.0 ¦ mililitro ¦ Vigente 
 • 657341000167104 ¦ fosfato de sodio dibásico ¦ 2 ¦ 7.9 ¦ gramo ¦ 133.0 ¦ mililitro ¦ Vigente ";;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
678221000167101;Vigente;lansoprazol 30 mg inyectable;;;;Insensible;Manual;No;No;;; • 9764 ¦ inyectable ¦ Continua ¦ 1;89 ¦ Receta Médica; • 9384 ¦ mililitro;; • 9432 ¦ intravenosa ¦ 1;95 ¦ válido como MC prescribible;;;No;659711000167105 ¦ lansoprazol ¦ Vigente ; • 652951000167102 ¦ lansoprazol ¦ 1 ¦ 30.0 ¦ miligramo ¦ Vigente ;10154 ¦ lansoprazol ¦ A02BC03;Si; • 425579002 ¦ lansoprazol, 30 mg, polvo para solución inyectable, vial ¦ es un[a] ¦ 0;
678231000167104;Vigente;sacarato férrico 1,5 g/5 mL (hierro 100 mg/5 mL) inyectable;;;;Insensible;Manual;No;No;;; • 9764 ¦ inyectable ¦ Discreta ¦ 1;89 ¦ Receta Médica; • 9382 ¦ miligramo;; • 9432 ¦ intravenosa ¦ 1;95 ¦ válido como MC prescribible;5.0 ¦ mililitro;;No;666601000167101 ¦ sacarato férrico ¦ Vigente ; • 655891000167107 ¦ sacarato férrico ¦ 1 ¦ 1.5 ¦ gramo ¦ 5.0 ¦ mililitro ¦ Vigente ;;Si; • 327526009 ¦ complejo hidróxido de hierro sacarosa, 100 mg/5 ml (Fe), solución intravenosa ¦ es un[a] ¦ 0;
678241000167107;Vigente;hidrocortisona succinato sódico 100 mg inyectable;;;;Insensible;Manual;No;No;;; • 9764 ¦ inyectable ¦ Continua ¦ 1;91 ¦ Receta Médica Retenida; • 9382 ¦ miligramo;;" • 9432 ¦ intravenosa ¦ 1
 • 9425 ¦ intramuscular ¦ 2";95 ¦ válido como MC prescribible;;;No;668691000167106 ¦ hidrocortisona succinato sódico ¦ Vigente ; • 650281000167104 ¦ hidrocortisona succinato sódico ¦ 1 ¦ 100.0 ¦ miligramo ¦ Vigente ;12176 ¦ hidrocortisona ¦ H02AB09;Si; • 325378005 ¦ hidrocortisona, 100 mg, polvo para solución inyectable, vial ¦ es un[a] ¦ 0;
678251000167105;Vigente;ácido docosahexaenoico + multivitamínico + sales minerales cápsula;;;;Insensible;Manual;No;No;;; • 9794 ¦ cápsula ¦ Discreta ¦ 1;89 ¦ Receta Médica; • 9343 ¦ cápsula;; • 9437 ¦ oral ¦ 1;94 ¦ nunca válido para prescribir como MC;;;No;670341000167103 ¦ medicamento básico especial ¦ Vigente ; • 657671000167102 ¦ sustancia especial ¦ 1 ¦ 1.0 ¦ dosis ¦ Vigente ;;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
678261000167108;Vigente;ácido fólico 5 mg comprimido;;;;Insensible;Manual;Si;No;;; • 9786 ¦ comprimido ¦ Discreta ¦ 1;89 ¦ Receta Médica; • 9382 ¦ miligramo;; • 9437 ¦ oral ¦ 1;95 ¦ válido como MC prescribible;;;No;669991000167109 ¦ ácido fólico ¦ Vigente ; • 649431000167107 ¦ ácido fólico ¦ 1 ¦ 5.0 ¦ miligramo ¦ Vigente ;10812 ¦ ácido fólico ¦ B03BB01;Si; • 327550006 ¦ ácido fólico, 5 mg, comprimido ¦ es un[a] ¦ 0;
678271000167102;Vigente;rotigotina 9 mg (4 mg/24 horas) parche;;;;Insensible;Manual;No;No;;; • 9754 ¦ parche ¦ Discreta ¦ 1;89 ¦ Receta Médica; • 9392 ¦ parche;; • 9447 ¦ transdérmica ¦ 1;95 ¦ válido como MC prescribible;;;No;665931000167105 ¦ rotigotina ¦ Vigente ; • 647351000167103 ¦ rotigotina ¦ 1 ¦ 9.0 ¦ miligramo ¦ Vigente ;13399 ¦ rotigotina ¦ N04BC09;Si; • 425670005 ¦ rotigotina 4 mg/24 horas, parche transdérmico ¦ es un[a] ¦ 0;
678281000167100;Vigente;metilprednisolona 40 mg inyectable;;;;Insensible;Manual;No;No;;; • 9764 ¦ inyectable ¦ Continua ¦ 1;91 ¦ Receta Médica Retenida; • 9382 ¦ miligramo;;" • 9432 ¦ intravenosa ¦ 1
 • 9425 ¦ intramuscular ¦ 2";95 ¦ válido como MC prescribible;;;No;668621000167108 ¦ metilprednisolona ¦ Vigente ; • 656371000167107 ¦ metilprednisolona ¦ 1 ¦ 40.0 ¦ miligramo ¦ Vigente ;12186 ¦ metilprednisolona ¦ H02AB04;Si; • 325416004 ¦ metilprednisolona, 40 mg, polvo y solvente para solución inyectable, vial ¦ es un[a] ¦ 0;
678291000167103;Vigente;multivitamínico comprimido;;;;Insensible;Manual;No;No;;; • 9786 ¦ comprimido ¦ Discreta ¦ 1;89 ¦ Receta Médica; • 9355 ¦ comprimido;; • 9437 ¦ oral ¦ 1;94 ¦ nunca válido para prescribir como MC;;;No;670341000167103 ¦ medicamento básico especial ¦ Vigente ; • 657671000167102 ¦ sustancia especial ¦ 1 ¦ 0.0 ¦ miligramo ¦ Vigente ;;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
678301000167104;Vigente;clopidogrel 75 mg comprimido;;;;Insensible;Manual;No;No;;; • 9786 ¦ comprimido ¦ Discreta ¦ 1;89 ¦ Receta Médica; • 9382 ¦ miligramo;; • 9437 ¦ oral ¦ 1;95 ¦ válido como MC prescribible;;;No;666171000167104 ¦ clopidogrel ¦ Vigente ; • 655171000167103 ¦ clopidogrel ¦ 1 ¦ 75.0 ¦ miligramo ¦ Vigente ;10752 ¦ clopidogrel ¦ B01AC04;Si; • 319799004 ¦ clopidogrel, 75 mg, comprimido ¦ es un[a] ¦ 0;
678311000167102;Vigente;fluoxetina 20 mg cápsula;;;;Insensible;Manual;No;No;;; • 9794 ¦ cápsula ¦ Discreta ¦ 1;89 ¦ Receta Médica; • 9382 ¦ miligramo;; • 9437 ¦ oral ¦ 1;95 ¦ válido como MC prescribible;;;No;667621000167107 ¦ fluoxetina ¦ Vigente ; • 650571000167104 ¦ fluoxetina ¦ 1 ¦ 20.0 ¦ miligramo ¦ Vigente ;13650 ¦ fluoxetina ¦ N06AB03;Si; • 321949006 ¦ fluoxetina, 20 mg, cápsula ¦ es un[a] ¦ 0;
678321000167107;Vigente;bromuro de ipratropio 250 mcg/mL + fenoterol 500 mcg/mL solución para nebulización;;;;Insensible;Manual;No;No;;; • 9744 ¦ solución para nebulización ¦ Continua ¦ 1;89 ¦ Receta Médica; • 9384 ¦ mililitro;; • 9435 ¦ nebulización ¦ 1;95 ¦ válido como MC prescribible;;;No;660161000167107 ¦ bromuro de ipratropio + fenoterol ¦ Vigente ;" • 654261000167104 ¦ bromuro de ipratropio ¦ 0 ¦ 250.0 ¦ microgramo ¦ 1.0 ¦ mililitro ¦ Vigente 
 • 653281000167105 ¦ fenoterol ¦ 1 ¦ 500.0 ¦ microgramo ¦ 1.0 ¦ mililitro ¦ Vigente ";;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
678331000167109;Vigente;betametasona 0,25 mg/5 mL + clorfenamina 2 mg/5 mL solución oral;;;;Sensible;Manual;No;No;;; • 9749 ¦ solución oral ¦ Discreta ¦ 1;89 ¦ Receta Médica; • 9384 ¦ mililitro;; • 9437 ¦ oral ¦ 1;95 ¦ válido como MC prescribible;120.0 ¦ mililitro;;No;671311000167105 ¦ betametasona + clorfenamina ¦ Vigente ;" • 652001000167102 ¦ betametasona ¦ 2 ¦ 0.25 ¦ miligramo ¦ 5.0 ¦ mililitro ¦ Vigente 
 • 657761000167104 ¦ clorfenamina ¦ 1 ¦ 2.0 ¦ miligramo ¦ 5.0 ¦ mililitro ¦ Vigente ";;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
678341000167101;Vigente;pancreatina 6 NF 230 mg + simeticona 80 mg cápsula;;;;Insensible;Manual;No;No;;; • 9794 ¦ cápsula ¦ Discreta ¦ 1;89 ¦ Receta Médica; • 9343 ¦ cápsula;; • 9437 ¦ oral ¦ 1;95 ¦ válido como MC prescribible;;;No;665241000167109 ¦ pancreatina 6 NF + simeticona ¦ Vigente ;" • 653741000167108 ¦ pancreatina 6 NF ¦ 1 ¦ 230.0 ¦ miligramo ¦ Vigente 
 • 655611000167103 ¦ simeticona ¦ 2 ¦ 80.0 ¦ miligramo ¦ Vigente ";;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
678351000167103;Vigente;bifosfato de sodio 48 g/100 mL + fosfato de sodio 18 g/100 mL solución oral;;;;Insensible;Manual;No;No;;; • 9749 ¦ solución oral ¦ Continua ¦ 1;89 ¦ Receta Médica; • 9384 ¦ mililitro;; • 9437 ¦ oral ¦ 1;95 ¦ válido como MC prescribible;;;No;670821000167104 ¦ bifosfato de sodio + fosfato de sodio ¦ Vigente ;" • 652941000167100 ¦ bifosfato de sodio ¦ 1 ¦ 48.0 ¦ gramo ¦ 100.0 ¦ mililitro ¦ Vigente 
 • 648631000167100 ¦ fosfato de sodio ¦ 2 ¦ 18.0 ¦ gramo ¦ 100.0 ¦ mililitro ¦ Vigente ";;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
678361000167100;Vigente;etoricoxib 120 mg comprimido;;;;Insensible;Manual;No;No;;; • 9786 ¦ comprimido ¦ Discreta ¦ 1;89 ¦ Receta Médica; • 9382 ¦ miligramo;; • 9437 ¦ oral ¦ 1;95 ¦ válido como MC prescribible;;;No;663521000167102 ¦ etoricoxib ¦ Vigente ; • 648331000167108 ¦ etoricoxib ¦ 1 ¦ 120.0 ¦ miligramo ¦ Vigente ;12985 ¦ etoricoxib ¦ M01AH05;Si; • 407909000 ¦ etoricoxib, 120 mg, comprimido ¦ es un[a] ¦ 0;
678371000167106;Vigente;cianocobalamina 10 mg/mL + lidocaína 30 mg/mL + piridoxina 100 mg/mL + tiamina 100 mg/mL inyectable;;;;Insensible;Manual;No;No;;; • 9764 ¦ inyectable ¦ Continua ¦ 1;89 ¦ Receta Médica; • 9325 ¦ ampolla;; • 9425 ¦ intramuscular ¦ 1;95 ¦ válido como MC prescribible;;;No;665111000167101 ¦ cianocobalamina + lidocaína + piridoxina + tiamina ¦ Vigente ;" • 651171000167101 ¦ cianocobalamina ¦ 1 ¦ 10.0 ¦ miligramo ¦ 1.0 ¦ mililitro ¦ Vigente 
 • 657701000167103 ¦ piridoxina ¦ 3 ¦ 100.0 ¦ miligramo ¦ 1.0 ¦ mililitro ¦ Vigente 
 • 653131000167104 ¦ tiamina ¦ 4 ¦ 100.0 ¦ miligramo ¦ 1.0 ¦ mililitro ¦ Vigente 
 • 657111000167102 ¦ lidocaína ¦ 2 ¦ 30.0 ¦ miligramo ¦ 1.0 ¦ mililitro ¦ Vigente ";;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
678381000167108;Vigente;levocetirizina 2,5 mg/5 mL solución oral;;;;Sensible;Manual;No;No;;; • 9749 ¦ solución oral ¦ Continua ¦ 1;89 ¦ Receta Médica; • 9384 ¦ mililitro;; • 9437 ¦ oral ¦ 1;95 ¦ válido como MC prescribible;;;No;670671000167101 ¦ levocetirizina ¦ Vigente ; • 655461000167104 ¦ levocetirizina ¦ 1 ¦ 2.5 ¦ miligramo ¦ 5.0 ¦ mililitro ¦ Vigente ;14150 ¦ levocetirizina ¦ R06AE09;Si; • 429827001 ¦ levocetirizina, 2,5 mg/5 ml, solución oral ¦ es un[a] ¦ 0;
678391000167105;Vigente;ácido tranexámico 250 mg cápsula;;;;Insensible;Manual;Si;No;;; • 9794 ¦ cápsula ¦ Discreta ¦ 1;89 ¦ Receta Médica; • 9382 ¦ miligramo;; • 9437 ¦ oral ¦ 1;95 ¦ válido como MC prescribible;;;No;670921000167108 ¦ ácido tranexámico ¦ Vigente ; • 653371000167104 ¦ ácido tranexámico ¦ 1 ¦ 250.0 ¦ miligramo ¦ Vigente ;10784 ¦ ácido tranexámico ¦ B02AA02;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
678401000167108;Vigente;pargeverina 5 mg comprimido;;;;Insensible;Manual;No;No;;; • 9786 ¦ comprimido ¦ Discreta ¦ 1;89 ¦ Receta Médica; • 9382 ¦ miligramo;; • 9437 ¦ oral ¦ 1;95 ¦ válido como MC prescribible;;;No;671691000167107 ¦ pargeverina ¦ Vigente ; • 658701000167102 ¦ pargeverina ¦ 1 ¦ 5.0 ¦ miligramo ¦ Vigente ;;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
678411000167105;Vigente;digoxina 0,25 mg comprimido;;;;Insensible;Manual;No;No;;; • 9786 ¦ comprimido ¦ Discreta ¦ 1;89 ¦ Receta Médica; • 9382 ¦ miligramo;; • 9437 ¦ oral ¦ 1;95 ¦ válido como MC prescribible;;;No;659421000167108 ¦ digoxina ¦ Vigente ; • 657471000167104 ¦ digoxina ¦ 1 ¦ 0.25 ¦ miligramo ¦ Vigente ;11026 ¦ digoxina ¦ C01AA05;Si; • 317897002 ¦ digoxina, 250 mcg, comprimido ¦ es un[a] ¦ 0;
678421000167100;Vigente;ketoprofeno 100 mg inyectable;;;;Insensible;Manual;No;No;;; • 9764 ¦ inyectable ¦ Continua ¦ 1;89 ¦ Receta Médica; • 9382 ¦ miligramo;; • 9432 ¦ intravenosa ¦ 1;95 ¦ válido como MC prescribible;;;No;664891000167100 ¦ ketoprofeno ¦ Vigente ; • 654331000167103 ¦ ketoprofeno ¦ 1 ¦ 100.0 ¦ miligramo ¦ Vigente ;13071 ¦ ketoprofeno ¦ M01AE03;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
678431000167103;Vigente;fentanilo 100 mcg/2 mL (50 mcg/mL) inyectable;;;;Sensible;Manual;No;No;;; • 9764 ¦ inyectable ¦ Continua ¦ 1;92 ¦ Receta Cheque; • 9380 ¦ microgramo;;" • 9425 ¦ intramuscular ¦ 2
 • 9432 ¦ intravenosa ¦ 1";95 ¦ válido como MC prescribible;2.0 ¦ mililitros;;No;667841000167102 ¦ fentanilo ¦ Vigente ; • 654021000167102 ¦ fentanilo ¦ 1 ¦ 100.0 ¦ microgramo ¦ 2.0 ¦ mililitro ¦ Vigente ;10951 ¦ fentanilo ¦ N01AH01;Si; • 333928006 ¦ fentanilo, 50 mcg/ml, solución inyectable, ampolla de 2 ml ¦ es un[a] ¦ 0;
678441000167106;Vigente;ácido ascórbico 25 mg/5 mL + noscapina 1,1 mg/5 mL + paracetamol 100 mg/5 mL + pseudoefedrina clorhidrato 15 mg/5 mL suspensión oral;;;;Insensible;Manual;No;No;;; • 9741 ¦ suspensión oral ¦ Continua ¦ 1;89 ¦ Receta Médica; • 9384 ¦ mililitro;; • 9437 ¦ oral ¦ 1;95 ¦ válido como MC prescribible;;;No;667821000167108 ¦ ácido ascórbico + noscapina + paracetamol + pseudoefedrina clorhidrato ¦ Vigente ;" • 653691000167105 ¦ noscapina ¦ 2 ¦ 1.1 ¦ miligramo ¦ 5.0 ¦ mililitro ¦ Vigente 
 • 658371000167108 ¦ paracetamol ¦ 3 ¦ 100.0 ¦ miligramo ¦ 5.0 ¦ mililitro ¦ Vigente 
 • 653751000167106 ¦ pseudoefedrina clorhidrato ¦ 4 ¦ 15.0 ¦ miligramo ¦ 5.0 ¦ mililitro ¦ Vigente 
 • 652881000167101 ¦ ácido ascórbico ¦ 1 ¦ 25.0 ¦ miligramo ¦ 5.0 ¦ mililitro ¦ Vigente ";;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
678451000167109;Vigente;rotigotina 4,5 mg (2 mg/24 horas) parche;;;;Insensible;Manual;No;No;;; • 9754 ¦ parche ¦ Discreta ¦ 1;89 ¦ Receta Médica; • 9392 ¦ parche;; • 9447 ¦ transdérmica ¦ 1;95 ¦ válido como MC prescribible;;;No;665931000167105 ¦ rotigotina ¦ Vigente ; • 647351000167103 ¦ rotigotina ¦ 1 ¦ 4.5 ¦ miligramo ¦ Vigente ;13399 ¦ rotigotina ¦ N04BC09;Si; • 426384003 ¦ rotigotina 2 mg/24 horas, parche transdérmico ¦ es un[a] ¦ 0;
678461000167107;Vigente;buprenorfina 10 mg (10 mcg/hora) parche;;;;Insensible;Manual;No;No;;; • 9754 ¦ parche ¦ Discreta ¦ 1;89 ¦ Receta Médica; • 9392 ¦ parche;; • 9447 ¦ transdérmica ¦ 1;94 ¦ nunca válido para prescribir como MC;;;No;666781000167103 ¦ buprenorfina ¦ Vigente ; • 654811000167100 ¦ buprenorfina ¦ 1 ¦ 10.0 ¦ miligramo ¦ Vigente ;13301 ¦ buprenorfina ¦ N02AE01;Si; • 447180001 ¦ buprenorfina, 10 mcg/hora, parche transdérmico ¦ es un[a] ¦ 0;
678471000167101;Vigente;metoxipolietilenglicol epoetina beta 50 mcg/0,3 mL (167 mcg/mL) inyectable;;;;Insensible;Manual;No;No;;; • 9764 ¦ inyectable ¦ Continua ¦ 1;89 ¦ Receta Médica; • 9380 ¦ microgramo;;" • 9444 ¦ subcutánea ¦ 2
 • 9432 ¦ intravenosa ¦ 1";95 ¦ válido como MC prescribible;0.3 ¦ mililitros;;No;665631000167103 ¦ metoxipolietilenglicol epoetina beta ¦ Vigente ; • 658071000167106 ¦ metoxipolietilenglicol epoetina beta ¦ 1 ¦ 50.0 ¦ microgramo ¦ 0.3 ¦ mililitro ¦ Vigente ;10816 ¦ beta- metoxipropilenglicolepoitina ¦ B03XA03;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
678481000167104;Vigente;betametasona 0,25 mg + clorfenamina 2 mg comprimido;;;;Sensible;Manual;No;No;;; • 9786 ¦ comprimido ¦ Discreta ¦ 1;89 ¦ Receta Médica; • 9355 ¦ comprimido;; • 9437 ¦ oral ¦ 1;95 ¦ válido como MC prescribible;;;No;671311000167105 ¦ betametasona + clorfenamina ¦ Vigente ;" • 657761000167104 ¦ clorfenamina ¦ 2 ¦ 2.0 ¦ miligramo ¦ Vigente 
 • 652001000167102 ¦ betametasona ¦ 1 ¦ 0.25 ¦ miligramo ¦ Vigente ";;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
678491000167102;Vigente;multivitamínico + sales minerales solución oral;;;;Insensible;Manual;No;No;;; • 9749 ¦ solución oral ¦ Continua ¦ 1;89 ¦ Receta Médica; • 9384 ¦ mililitro;; • 9437 ¦ oral ¦ 1;94 ¦ nunca válido para prescribir como MC;;;No;670341000167103 ¦ medicamento básico especial ¦ Vigente ; • 657671000167102 ¦ sustancia especial ¦ 1 ¦ 0.0 ¦ miligramo ¦ Vigente ;;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
678501000167107;Vigente;morfina 10 mg cápsula liberación modificada;;;;Sensible;Manual;No;No;;; • 9793 ¦ cápsula liberación modificada ¦ Discreta ¦ 1;92 ¦ Receta Cheque; • 9382 ¦ miligramo;; • 9437 ¦ oral ¦ 1;95 ¦ válido como MC prescribible;;;No;668161000167109 ¦ morfina ¦ Vigente ; • 652171000167108 ¦ morfina ¦ 1 ¦ 10.0 ¦ miligramo ¦ Vigente ;12941 ¦ morfina ¦ N02AA01;Si; • 322720006 ¦ sulfato de morfina, 10 mg, cápsula de liberación modificada ¦ es un[a] ¦ 0;
678511000167109;Vigente;ketoconazol 200 mg comprimido;;;;Insensible;Manual;No;No;;; • 9786 ¦ comprimido ¦ Continua ¦ 1;89 ¦ Receta Médica; • 9382 ¦ miligramo;; • 9437 ¦ oral ¦ 1;95 ¦ válido como MC prescribible;;;No;664931000167109 ¦ ketoconazol ¦ Vigente ; • 654041000167108 ¦ ketoconazol ¦ 1 ¦ 200.0 ¦ miligramo ¦ Vigente ;12475 ¦ ketoconazol ¦ J02AB02;Si; • 324676009 ¦ ketoconazol, 200 mg, comprimido ¦ es un[a] ¦ 0;
678521000167104;Vigente;buprenorfina 5 mg (5 mcg/hora) parche;;;;Insensible;Manual;No;No;;; • 9754 ¦ parche ¦ Discreta ¦ 1;91 ¦ Receta Médica Retenida; • 9392 ¦ parche;; • 9447 ¦ transdérmica ¦ 1;95 ¦ válido como MC prescribible;;;No;666781000167103 ¦ buprenorfina ¦ Vigente ; • 654811000167100 ¦ buprenorfina ¦ 1 ¦ 5.0 ¦ miligramo ¦ Vigente ;13301 ¦ buprenorfina ¦ N02AE01;Si; • 447171001 ¦ buprenorfina, 5 mcg/hora, parche transdérmico ¦ es un[a] ¦ 0;
678531000167102;Vigente;ácido ascórbico 50 mg + noscapina 9,19 mg + paracetamol 400 mg + pseudoefedrina clorhidrato 60 mg cápsula;;;;Insensible;Manual;No;No;;; • 9794 ¦ cápsula ¦ Discreta ¦ 1;89 ¦ Receta Médica; • 9343 ¦ cápsula;; • 9437 ¦ oral ¦ 1;95 ¦ válido como MC prescribible;;;No;667821000167108 ¦ ácido ascórbico + noscapina + paracetamol + pseudoefedrina clorhidrato ¦ Vigente ;" • 653691000167105 ¦ noscapina ¦ 2 ¦ 9.19 ¦ miligramo ¦ Vigente 
 • 658371000167108 ¦ paracetamol ¦ 3 ¦ 400.0 ¦ miligramo ¦ Vigente 
 • 653751000167106 ¦ pseudoefedrina clorhidrato ¦ 4 ¦ 60.0 ¦ miligramo ¦ Vigente 
 • 652881000167101 ¦ ácido ascórbico ¦ 1 ¦ 50.0 ¦ miligramo ¦ Vigente ";;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
678541000167105;Vigente;bupivacaína 50 mg/10 mL (5 mg/mL) inyectable;;;;Insensible;Manual;No;No;;; • 9764 ¦ inyectable ¦ Continua ¦ 1;89 ¦ Receta Médica; • 9382 ¦ miligramo;;" • 9425 ¦ intramuscular ¦ 2
 • 9432 ¦ intravenosa ¦ 1";95 ¦ válido como MC prescribible;10.0 ¦ mililitro;;No;665191000167109 ¦ bupivacaína ¦ Vigente ; • 654821000167105 ¦ bupivacaína ¦ 1 ¦ 50.0 ¦ miligramo ¦ 10.0 ¦ mililitro ¦ Vigente ;13205 ¦ bupivacaína ¦ N01BB01;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
678551000167108;Vigente;diclofenaco dietilamina 1,16% (11,6 mg/mL) solución uso externo;;;;Insensible;Manual;No;No;;; • 9742 ¦ solución uso externo ¦ Continua ¦ 1;90 ¦ Directa; • 9329 ¦ aplicación;; • 9446 ¦ tópica ¦ 1;95 ¦ válido como MC prescribible;;;No;661951000167101 ¦ diclofenaco dietilamina ¦ Vigente ; • 649931000167102 ¦ diclofenaco dietilamina ¦ 1 ¦ 11.6 ¦ miligramo ¦ 1.0 ¦ mililitro ¦ Vigente ;13105 ¦ diclofenaco ¦ M02AA15;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
678561000167106;Vigente;efedrina 6% (60 mg/mL) inyectable;;;;Insensible;Manual;No;No;;; • 9764 ¦ inyectable ¦ Continua ¦ 1;91 ¦ Receta Médica Retenida; • 9382 ¦ miligramo;;" • 9425 ¦ intramuscular ¦ 3
 • 9444 ¦ subcutánea ¦ 1
 • 9432 ¦ intravenosa ¦ 2";95 ¦ válido como MC prescribible;1.0 ¦ mililitro;;No;662291000167105 ¦ efedrina ¦ Vigente ; • 649661000167100 ¦ efedrina ¦ 1 ¦ 60.0 ¦ miligramo ¦ 1.0 ¦ mililitro ¦ Vigente ;11041 ¦ efedrina ¦ C01CA26;Si; • 65026000 ¦ efedrina ¦ es un[a] ¦ 0;
678571000167100;Vigente;atorvastatina 40 mg comprimido;;;;Insensible;Autogenerado;Si;No;;; • 9786 ¦ comprimido ¦ Discreta ¦ 1;89 ¦ Receta Médica; • 9382 ¦ miligramo;; • 9437 ¦ oral ¦ 1;95 ¦ válido como MC prescribible;;;No;667911000167109 ¦ atorvastatina ¦ Vigente ; • 648371000167105 ¦ atorvastatina ¦ 1 ¦ 40.0 ¦ miligramo ¦ Vigente ;11487 ¦ atorvastatina ¦ C10AA05;Si; • 320031002 ¦ atorvastatina, 40 mg, comprimido ¦ es un[a] ¦ 0;
678581000167103;Vigente;flurbiprofeno 8,75 mg comprimido;;;;Insensible;Manual;No;No;;; • 9786 ¦ comprimido ¦ Discreta ¦ 1;89 ¦ Receta Médica; • 9382 ¦ miligramo;; • 9437 ¦ oral ¦ 1;95 ¦ válido como MC prescribible;;;No;667371000167104 ¦ flurbiprofeno ¦ Vigente ; • 654551000167104 ¦ flurbiprofeno ¦ 1 ¦ 8.75 ¦ miligramo ¦ Vigente ;13941 ¦ flurbiprofeno ¦ R02AX01;Si; • 331348004 ¦ flurbiprofeno, 8,75 mg, pastilla ¦ es un[a] ¦ 0;
678591000167101;Vigente;hidroxicloroquina 200 mg comprimido;;;;Insensible;Manual;No;No;;; • 9786 ¦ comprimido ¦ Discreta ¦ 1;89 ¦ Receta Médica; • 9382 ¦ miligramo;; • 9437 ¦ oral ¦ 1;95 ¦ válido como MC prescribible;;;No;662381000167100 ¦ hidroxicloroquina ¦ Vigente ; • 650351000167102 ¦ hidroxicloroquina ¦ 1 ¦ 200.0 ¦ miligramo ¦ Vigente ;13773 ¦ hidroxicloroquina ¦ P01BA02;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
