ConceptID;Estado;Término Preferido;Términos Sinónimos;Término Abreviado;Observación;Sensibilidad;Creación Nombre;Revisado;Consultar;Etiquetas;ConceptID Fármacos - Sustancia ¦ Preferido Fármacos - Sustancia ¦ Orden ¦ Estado;Comercializado;ConceptID SNM ¦ Preferido SNM ¦ Tipo de Relación ¦ Grupo;CIE-10 ¦ Tipo de Relación
661991000167108;Vigente;isoflurano;;;;Insensible;Autogenerado;Si;No;; • 656401000167109 ¦ isoflurano ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662001000167106;Vigente;trastuzumab emtansina;;;;Insensible;Autogenerado;No;No;; • 650701000167104 ¦ trastuzumab emtansina ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662011000167108;Vigente;ginkgo biloba extracto estandarizado;;;;Insensible;Autogenerado;No;No;; • 651531000167107 ¦ ginkgo biloba extracto estandarizado ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662021000167103;Vigente;ciproterona + estradiol valerato y estradiol valerato;;;;Insensible;Manual;No;No;;" • 656811000167108 ¦ estradiol valerato ¦ 2 ¦ Vigente 
 • 647581000167103 ¦ ciproterona ¦ 1 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662031000167101;Vigente;insulina glargina;;;;Insensible;Autogenerado;Si;No; • Observatorio de precios; • 656651000167108 ¦ insulina glargina ¦ 1 ¦ Vigente ;Si; • 126212009 ¦ insulina glargina ¦ es un[a] ¦ 0;
662041000167109;Vigente;emtricitabina + rilpivirina + tenofovir disoproxil fumarato;;;;Insensible;Autogenerado;Si;No;;" • 648761000167100 ¦ emtricitabina ¦ 1 ¦ Vigente 
 • 657461000167105 ¦ tenofovir disoproxil fumarato ¦ 3 ¦ Vigente 
 • 650951000167101 ¦ rilpivirina ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662051000167107;Vigente;hidróxido de aluminio + hidróxido de magnesio;;;;Insensible;Autogenerado;Si;No;;" • 648021000167109 ¦ hidróxido de magnesio ¦ 2 ¦ Vigente 
 • 648201000167108 ¦ hidróxido de aluminio ¦ 1 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662061000167105;Vigente;dutasterida + tamsulosina;;;;Insensible;Autogenerado;Si;No;;" • 647851000167106 ¦ dutasterida ¦ 1 ¦ Vigente 
 • 656751000167100 ¦ tamsulosina ¦ 2 ¦ Vigente ";Si; • 447091005 ¦ dutasterida + clorhidrato de tamsulosina ¦ es un[a] ¦ 0;
662071000167104;Vigente;magnesio;;;;Insensible;Autogenerado;Si;No;; • 648251000167109 ¦ magnesio ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662081000167102;Vigente;clindamicina + peróxido de benzoílo;;;;Insensible;Autogenerado;No;No; • Antibiótico;" • 652831000167100 ¦ clindamicina ¦ 1 ¦ Vigente 
 • 649101000167109 ¦ peróxido de benzoílo ¦ 2 ¦ Vigente ";Si; • 421613006 ¦ peróxido de benzoilo + clindamicina ¦ es un[a] ¦ 0;
662091000167100;Vigente;duloxetina;;;;Insensible;Autogenerado;No;No;; • 647881000167101 ¦ duloxetina ¦ 1 ¦ Vigente ;Si; • 407033009 ¦ duloxetina ¦ es un[a] ¦ 0;
662101000167107;Vigente;bromuro de vecuronio;;;;Insensible;Autogenerado;No;No;; • 653871000167107 ¦ bromuro de vecuronio ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662111000167109;Vigente;pseudoefedrina clorhidrato;;;;Insensible;Autogenerado;No;No;; • 653751000167106 ¦ pseudoefedrina clorhidrato ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662121000167104;Vigente;dutasterida;;;;Insensible;Autogenerado;Si;No;; • 647851000167106 ¦ dutasterida ¦ 1 ¦ Vigente ;Si; • 385570006 ¦ dutasterida ¦ es un[a] ¦ 0;
662131000167102;Vigente;glicopirronio + indacaterol;;;;Insensible;Autogenerado;Si;No;;" • 656341000167102 ¦ glicopirronio ¦ 1 ¦ Vigente 
 • 658191000167109 ¦ indacaterol ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662141000167105;Vigente;palbociclib;;;;Insensible;Autogenerado;No;No;; • 650861000167108 ¦ palbociclib ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662151000167108;Vigente;niquetamida;;;;Insensible;Autogenerado;No;No;; • 657541000167108 ¦ niquetamida ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662161000167106;Vigente;anfetamina;;;;Insensible;Autogenerado;Si;No;; • 648611000167107 ¦ anfetamina ¦ 1 ¦ Vigente ;Si; • 22672005 ¦ anfetamina ¦ es un[a] ¦ 0;
662171000167100;Vigente;propilenglicol;;;;Insensible;Autogenerado;No;No;; • 656911000167102 ¦ propilenglicol ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662181000167103;Vigente;lactato de magnesio;;;;Insensible;Autogenerado;Si;No;; • 653621000167107 ¦ lactato de magnesio ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662191000167101;Vigente;etinilestradiol + etonogestrel;;;;Insensible;Autogenerado;Si;No;;" • 657281000167103 ¦ etinilestradiol ¦ 1 ¦ Vigente 
 • 648891000167103 ¦ etonogestrel ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662201000167104;Vigente;promestrieno;;;;Insensible;Autogenerado;No;No;; • 651021000167104 ¦ promestrieno ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662211000167102;Vigente;eletriptán;;;;Insensible;Autogenerado;Si;No;; • 648101000167100 ¦ eletriptán ¦ 1 ¦ Vigente ;Si; • 395255007 ¦ eletriptán ¦ es un[a] ¦ 0;
662221000167107;Vigente;econazol;;;;Insensible;Autogenerado;Si;No;; • 648271000167101 ¦ econazol ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662231000167109;Vigente;ketamina;;;;Insensible;Autogenerado;Si;No;; • 657101000167104 ¦ ketamina ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662241000167101;Vigente;efavirenz;;;;Insensible;Autogenerado;Si;No;; • 647831000167100 ¦ efavirenz ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662251000167103;Vigente;estradiol y estadiol + levonorgestrel;;;;Insensible;Manual;No;No;;" • 653081000167104 ¦ estradiol ¦ 1 ¦ Vigente 
 • 657741000167100 ¦ levonorgestrel ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662261000167100;Vigente;glicopirronio;;;;Insensible;Autogenerado;Si;No;; • 656341000167102 ¦ glicopirronio ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662271000167106;Vigente;acetazolamida;;;;Insensible;Autogenerado;Si;No;; • 653041000167106 ¦ acetazolamida ¦ 1 ¦ Vigente ;Si; • 33664007 ¦ acetazolamida ¦ es un[a] ¦ 0;
662281000167108;Vigente;agalsidasa beta;;;;Insensible;Autogenerado;No;No;; • 657711000167101 ¦ agalsidasa beta ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662291000167105;Vigente;efedrina;;;;Insensible;Autogenerado;Si;No;; • 649661000167100 ¦ efedrina ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662301000167109;Vigente;dorzolamida;;;;Insensible;Autogenerado;Si;No;; • 657641000167107 ¦ dorzolamida ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662311000167106;Vigente;dorzolamida + timolol;;;;Insensible;Autogenerado;Si;No; • Observatorio de precios;" • 657641000167107 ¦ dorzolamida ¦ 1 ¦ Vigente 
 • 653921000167104 ¦ timolol ¦ 2 ¦ Vigente ";Si; • 330733003 ¦ dorzolamida+timolol ¦ es un[a] ¦ 0;
662321000167101;Vigente;eugenol;;;;Insensible;Autogenerado;No;No;; • 655831000167106 ¦ eugenol ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662331000167104;Vigente;dopamina;;;;Insensible;Autogenerado;Si;No;; • 653181000167100 ¦ dopamina ¦ 1 ¦ Vigente ;Si; • 59187003 ¦ dopamina ¦ es un[a] ¦ 0;
662341000167107;Vigente;cloruro de cobre + cloruro de cromo + cloruro de manganeso + cloruro de zinc;;;;Insensible;Autogenerado;No;No;;" • 653511000167101 ¦ cloruro de manganeso ¦ 3 ¦ Vigente 
 • 653571000167105 ¦ cloruro de cobre ¦ 1 ¦ Vigente 
 • 652121000167109 ¦ cloruro de zinc ¦ 4 ¦ Vigente 
 • 653521000167106 ¦ cloruro de cromo ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662351000167105;Vigente;doxilamina;;;;Insensible;Autogenerado;Si;No;; • 658121000167106 ¦ doxilamina ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662361000167108;Vigente;doxiciclina;;;;Insensible;Autogenerado;Si;No; • Antibiótico; • 655601000167100 ¦ doxiciclina ¦ 1 ¦ Vigente ;Si; • 10504007 ¦ doxiciclina ¦ es un[a] ¦ 0;
662371000167102;Vigente;doxazosina;;;;Insensible;Autogenerado;Si;No;; • 658221000167103 ¦ doxazosina ¦ 1 ¦ Vigente ;Si; • 108556006 ¦ doxazosina ¦ es un[a] ¦ 0;
662381000167100;Vigente;hidroxicloroquina;;;;Insensible;Autogenerado;Si;No;; • 650351000167102 ¦ hidroxicloroquina ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662391000167103;Vigente;vacuna virus de la rabia cepa PM WI 38 1503 3M (inactivado, cultivado en células Vero);;;;Insensible;Manual;No;No;; • 650521000167103 ¦ virus de la rabia cepa PM WI 38 1503 3M (inactivado, cultivado en células Vero) ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662401000167100;Vigente;donepezilo;;;;Insensible;Autogenerado;Si;No;; • 656251000167106 ¦ donepezilo ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662411000167103;Vigente;ceritinib;;;;Insensible;Autogenerado;No;No;; • 651061000167106 ¦ ceritinib ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662421000167108;Vigente;insulina detemir;;;;Insensible;Autogenerado;Si;No; • Observatorio de precios; • 656631000167102 ¦ insulina detemir ¦ 1 ¦ Vigente ;Si; • 414518007 ¦ insulina detemir ¦ es un[a] ¦ 0;
662431000167105;Vigente;bimatoprost + timolol;;;;Insensible;Autogenerado;No;No;;" • 652901000167103 ¦ bimatoprost ¦ 1 ¦ Vigente 
 • 653921000167104 ¦ timolol ¦ 2 ¦ Vigente ";Si; • 424310002 ¦ bimatoprost + timolol ¦ es un[a] ¦ 0;
662441000167102;Vigente;droperidol;;;;Insensible;Autogenerado;Si;No;; • 658501000167109 ¦ droperidol ¦ 1 ¦ Vigente ;Si; • 26574002 ¦ droperidol ¦ es un[a] ¦ 0;
662451000167104;Vigente;hidrocortisona;;;;Insensible;Autogenerado;Si;No;; • 651101000167108 ¦ hidrocortisona ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662461000167101;Vigente;triclosán;;;;Insensible;Autogenerado;No;No;; • 652451000167109 ¦ triclosán ¦ 1 ¦ Vigente ;Si; • 125577003 ¦ triclosán ¦ es un[a] ¦ 0;
662471000167107;Vigente;drospirenona + etinilestradiol;;;;Insensible;Autogenerado;Si;No; • Observatorio de precios;" • 657311000167100 ¦ drospirenona ¦ 1 ¦ Vigente 
 • 657281000167103 ¦ etinilestradiol ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662481000167109;Vigente;fexofenadina + pseudoefedrina clorhidrato;;;;Insensible;Autogenerado;No;No;;" • 653751000167106 ¦ pseudoefedrina clorhidrato ¦ 2 ¦ Vigente 
 • 654171000167104 ¦ fexofenadina ¦ 1 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662491000167106;Vigente;drospirenona + estradiol;;;;Insensible;Autogenerado;Si;No;;" • 657311000167100 ¦ drospirenona ¦ 1 ¦ Vigente 
 • 653081000167104 ¦ estradiol ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662501000167101;Vigente;etinilestradiol;;;;Insensible;Manual;Si;No;; • 657281000167103 ¦ etinilestradiol ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662511000167104;Vigente;magaldrato + simeticona;;;;Insensible;Autogenerado;Si;No;;" • 652561000167106 ¦ magaldrato ¦ 1 ¦ Vigente 
 • 655611000167103 ¦ simeticona ¦ 2 ¦ Vigente ";Si; • 412240003 ¦ magaldrato + simeticona ¦ es un[a] ¦ 0;
662521000167109;Vigente;drospirenona + etinilestradiol + levomefolato cálcico y levomefolato cálcico;;;;Insensible;Manual;No;No;;" • 657311000167100 ¦ drospirenona ¦ 1 ¦ Vigente 
 • 647401000167108 ¦ levomefolato cálcico ¦ 3 ¦ Vigente 
 • 657281000167103 ¦ etinilestradiol ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662531000167106;Vigente;nitrofurazona;;;;Insensible;Autogenerado;No;No;; • 657581000167101 ¦ nitrofurazona ¦ 1 ¦ Vigente ;Si; • 332799007 ¦ producto con nitrofurazona ¦ es un[a] ¦ 0;
662541000167103;Vigente;enzalutamida;;;;Insensible;Autogenerado;Si;No;; • 650581000167102 ¦ enzalutamida ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662551000167100;Vigente;doxorubicina;;;;Insensible;Autogenerado;Si;No;; • 656301000167100 ¦ doxorubicina ¦ 1 ¦ Vigente ;Si; • 68444001 ¦ doxorubicina ¦ es un[a] ¦ 0;
662561000167102;Vigente;doxilamina + piridoxina;;;;Insensible;Autogenerado;Si;No;;" • 658121000167106 ¦ doxilamina ¦ 1 ¦ Vigente 
 • 657701000167103 ¦ piridoxina ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662571000167108;Vigente;cloruro de calcio + cloruro de potasio + cloruro de sodio;;;;Insensible;Autogenerado;Si;No;;" • 657811000167105 ¦ cloruro de potasio ¦ 2 ¦ Vigente 
 • 657411000167108 ¦ cloruro de sodio ¦ 3 ¦ Vigente 
 • 650771000167106 ¦ cloruro de calcio ¦ 1 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662581000167105;Vigente;erlotinib;;;;Insensible;Autogenerado;Si;No;; • 655361000167106 ¦ erlotinib ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662591000167107;Vigente;maraviroc;;;;Insensible;Autogenerado;Si;No;; • 653191000167103 ¦ maraviroc ¦ 1 ¦ Vigente ;Si; • 427805000 ¦ maraviroc ¦ es un[a] ¦ 0;
662601000167102;Vigente;imiglucerasa;;;;Insensible;Autogenerado;No;No;; • 657211000167109 ¦ imiglucerasa ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662611000167100;Vigente;pregabalina;;;;Insensible;Autogenerado;No;No; • Observatorio de precios; • 650131000167105 ¦ pregabalina ¦ 1 ¦ Vigente ;Si; • 415159003 ¦ pregabalina ¦ es un[a] ¦ 0;
662621000167105;Vigente;antitrombina III humana;;;;Sensible;Autogenerado;Si;No;; • 650741000167101 ¦ antitrombina III humana ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662631000167107;Vigente;epoetina beta;;;;Insensible;Autogenerado;Si;No;; • 651091000167101 ¦ epoetina beta ¦ 1 ¦ Vigente ;Si; • 327623006 ¦ epoetina beta ¦ es un[a] ¦ 0;
662641000167104;Vigente;mebendazol;;;;Insensible;Autogenerado;Si;No;; • 651721000167101 ¦ mebendazol ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662651000167101;Vigente;acetato de zinc + eritromicina;;;;Insensible;Autogenerado;No;No;;" • 654541000167102 ¦ eritromicina ¦ 2 ¦ Vigente 
 • 651221000167108 ¦ acetato de zinc ¦ 1 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662661000167103;Vigente;acetónido de fluocinolona + lidocaína + neomicina + polimixina B;;;;Insensible;Autogenerado;No;No;;" • 653301000167106 ¦ neomicina ¦ 3 ¦ Vigente 
 • 657111000167102 ¦ lidocaína ¦ 2 ¦ Vigente 
 • 649371000167104 ¦ polimixina B ¦ 4 ¦ Vigente 
 • 655161000167109 ¦ acetónido de fluocinolona ¦ 1 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662671000167109;Vigente;apomorfina;;;;Insensible;Autogenerado;Si;No;; • 650241000167106 ¦ apomorfina ¦ 1 ¦ Vigente ;Si; • 67939000 ¦ apomorfina ¦ es un[a] ¦ 0;
662681000167106;Vigente;primidona;;;;Insensible;Autogenerado;No;No;; • 649781000167101 ¦ primidona ¦ 1 ¦ Vigente ;Si; • 47120002 ¦ primidona ¦ es un[a] ¦ 0;
662691000167108;Vigente;ertapenem;;;;Insensible;Autogenerado;Si;No; • Antibiótico; • 656311000167103 ¦ ertapenem ¦ 1 ¦ Vigente ;Si; • 385574002 ¦ ertapenem ¦ es un[a] ¦ 0;
662701000167108;Vigente;escitalopram;;;;Insensible;Autogenerado;Si;No; • Observatorio de precios; • 656431000167104 ¦ escitalopram ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662711000167105;Vigente;mebeverina;;;;Insensible;Autogenerado;Si;No;; • 654251000167102 ¦ mebeverina ¦ 1 ¦ Vigente ;Si; • 349819003 ¦ mebeverina ¦ es un[a] ¦ 0;
662721000167100;Vigente;obinutuzumab;;;;Insensible;Autogenerado;No;No;; • 651351000167106 ¦ obinutuzumab ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662731000167103;Vigente;colecalciferol + óxido de zinc + retinol;;;;Insensible;Autogenerado;Si;No;;" • 655351000167108 ¦ retinol ¦ 3 ¦ Vigente 
 • 648081000167105 ¦ colecalciferol ¦ 1 ¦ Vigente 
 • 648441000167105 ¦ óxido de zinc ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662741000167106;Vigente;prednisolona acetato;;;;Insensible;Autogenerado;No;No;; • 657251000167108 ¦ prednisolona acetato ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662751000167109;Vigente;prednisona;;;;Insensible;Autogenerado;No;No;; • 649991000167101 ¦ prednisona ¦ 1 ¦ Vigente ;Si; • 10312003 ¦ prednisona ¦ es un[a] ¦ 0;
662761000167107;Vigente;antazolina + nafazolina;;;;Insensible;Autogenerado;Si;No;;" • 650531000167101 ¦ antazolina ¦ 1 ¦ Vigente 
 • 652301000167104 ¦ nafazolina ¦ 2 ¦ Vigente ";Si; • 400601002 ¦ fosfato de antazolina + clorhidrato de nafazolina ¦ es un[a] ¦ 0;
662771000167101;Vigente;eritromicina;;;;Insensible;Autogenerado;Si;No; • Antibiótico; • 654541000167102 ¦ eritromicina ¦ 1 ¦ Vigente ;Si; • 30427009 ¦ eritromicina ¦ es un[a] ¦ 0;
662781000167104;Vigente;clorfenamina + paracetamol + pseudoefedrina sulfato;;;;Insensible;Autogenerado;No;No;;" • 658371000167108 ¦ paracetamol ¦ 2 ¦ Vigente 
 • 657761000167104 ¦ clorfenamina ¦ 1 ¦ Vigente 
 • 649711000167107 ¦ pseudoefedrina sulfato ¦ 3 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662791000167102;Vigente;ergometrina;;;;Insensible;Autogenerado;Si;No;; • 649841000167102 ¦ ergometrina ¦ 1 ¦ Vigente ;Si; • 54541002 ¦ ergometrina ¦ es un[a] ¦ 0;
662801000167103;Vigente;vacuna Streptococcus pneumoniae polisacárido 23 serotipos;;;;Insensible;Manual;No;No;; • 651331000167100 ¦ Streptococcus pneumoniae polisacárido 23 serotipos ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662811000167101;Vigente;óxido amarillo de mercurio;;;;Insensible;Autogenerado;No;No;; • 651391000167104 ¦ óxido amarillo de mercurio ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662821000167106;Vigente;paclitaxel unido a albúmina;;;;Insensible;Autogenerado;No;No;; • 651301000167105 ¦ paclitaxel unido a albúmina ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662831000167108;Vigente;belimumab;;;;Insensible;Autogenerado;No;No;; • 658331000167106 ¦ belimumab ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662841000167100;Vigente;alginato de sodio + carboximetilcelulosa;;;;Insensible;Autogenerado;Si;No;;" • 652601000167106 ¦ alginato de sodio ¦ 1 ¦ Vigente 
 • 655371000167100 ¦ carboximetilcelulosa ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662851000167102;Vigente;propericiazina;;;;Insensible;Autogenerado;No;No;; • 656701000167101 ¦ propericiazina ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662861000167104;Vigente;aciclovir;;;;Insensible;Autogenerado;Si;No;; • 658411000167107 ¦ aciclovir ¦ 1 ¦ Vigente ;Si; • 41193000 ¦ aciclovir ¦ es un[a] ¦ 0;
662871000167105;Vigente;aprepitant;;;;Insensible;Autogenerado;Si;No;; • 650421000167104 ¦ aprepitant ¦ 1 ¦ Vigente ;Si; • 398690007 ¦ aprepitant ¦ es un[a] ¦ 0;
662881000167107;Vigente;tetrizolina;;;;Insensible;Autogenerado;No;No;; • 651671000167105 ¦ tetrizolina ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662891000167109;Vigente;proparacaína;;;;Insensible;Autogenerado;Si;No;; • 656721000167109 ¦ proparacaína ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662901000167105;Vigente;mefloquina;;;;Insensible;Autogenerado;Si;No;; • 656041000167100 ¦ mefloquina ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662911000167107;Vigente;cerebrolysin;;;;Insensible;Autogenerado;Si;No;; • 649491000167108 ¦ cerebrolysin ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662921000167102;Vigente;ifosfamida;;;;Insensible;Autogenerado;Si;No;; • 656131000167107 ¦ ifosfamida ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662931000167100;Vigente;insulina asparta + insulina asparta protamina;;;;Insensible;Autogenerado;Si;No; • Observatorio de precios;" • 656641000167105 ¦ insulina asparta ¦ 1 ¦ Vigente 
 • 651511000167100 ¦ insulina asparta protamina ¦ 2 ¦ Vigente ";Si; • 395273005 ¦ insulina asparta bifásica ¦ es un[a] ¦ 0;
662941000167108;Vigente;propiltiouracilo;;;;Insensible;Autogenerado;No;No;; • 649881000167109 ¦ propiltiouracilo ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662951000167106;Vigente;aprotinina bovina y factor XIII de la coagulación humana + fibrinógeno humano y trombina humana;;;;Insensible;Manual;Si;No;;" • 650451000167108 ¦ aprotinina bovina ¦ 1 ¦ Vigente 
 • 652261000167108 ¦ factor XIII de la coagulación humana ¦ 2 ¦ Vigente 
 • 656161000167103 ¦ fibrinógeno humano ¦ 3 ¦ Vigente 
 • 651651000167102 ¦ trombina humana ¦ 4 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662961000167109;Vigente;propofol;;;;Insensible;Autogenerado;No;No;; • 657881000167104 ¦ propofol ¦ 1 ¦ Vigente ;Si; • 74674007 ¦ propofol ¦ es un[a] ¦ 0;
662971000167103;Vigente;betametasona fosfato sódico;;;;Insensible;Autogenerado;Si;No;; • 652091000167108 ¦ betametasona fosfato sódico ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
662981000167101;Vigente;propafenona;;;;Insensible;Autogenerado;No;No;; • 656741000167103 ¦ propafenona ¦ 1 ¦ Vigente ;Si; • 96300001 ¦ propafenona ¦ es un[a] ¦ 0;
662991000167104;Vigente;esomeprazol + naproxeno;;;;Insensible;Autogenerado;Si;No;;" • 655561000167100 ¦ esomeprazol ¦ 1 ¦ Vigente 
 • 652971000167105 ¦ naproxeno ¦ 2 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
663001000167100;Vigente;espironolactona;;;;Insensible;Autogenerado;Si;No;; • 657821000167100 ¦ espironolactona ¦ 1 ¦ Vigente ;Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
663011000167103;Vigente;ácido docosahexaenoico + ácido fólico;;;;Insensible;Autogenerado;No;No;;" • 649431000167107 ¦ ácido fólico ¦ 2 ¦ Vigente 
 • 647951000167102 ¦ ácido docosahexaenoico ¦ 1 ¦ Vigente ";Si; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
