ConceptID;Estado;Término Preferido;Términos Sinónimos;Término Abreviado;Observación;Sensibilidad;Creación Nombre;Revisado;Consultar;Etiquetas;Sabor;Laboratorio Comercial;ISP;Bioequivalente;ConceptID Fármacos - Medicamento Clínico ¦ Preferido Fármacos - Medicamento Clínico ¦ Estado;ConceptID Fármacos - Familia de Productos ¦ Preferido Fármacos - Familia de Productos ¦ Estado;Comercializado;FFE;ConceptID SNM ¦ Preferido SNM ¦ Tipo de Relación ¦ Grupo;CIE-10 ¦ Tipo de Relación
828131000167103;Vigente;synagis recombinante 100 mg/mL solución inyectable (Abbvie);;;;Sensible;Manual;No;No;;;9452 ¦ Abbvie Productos Farmacéuticos Ltda.;" • 23256 ¦ B-2505/15 ¦ SYNAGIS RECOMBINANTE SOLUCIÓN INYECTABLE 100 mg/1 mL (PALIVIZUMAB)
 • 23255 ¦ B-2507/15 ¦ SYNAGIS RECOMBINANTE SOLUCIÓN INYECTABLE 100 mg/1 mL (PALIVIZUMAB)";;680211000167100 ¦ palivizumab 100 mg/mL inyectable ¦ Vigente ;795041000167108 ¦ synagis recombinante ¦ Vigente ;Si; • 9971 ¦ solución inyectable; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828141000167106;Vigente;ribolac comprimido recubierto (Recalcine);;;;Sensible;Manual;No;No;;;9621 ¦ Laboratorios Recalcine S.A.; • 22894 ¦ F-20038/13 ¦ RIBOLAC COMPRIMIDOS RECUBIERTOS 200 mg;;677641000167105 ¦ rifaximina 200 mg comprimido ¦ Vigente ;784681000167107 ¦ ribolac ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828151000167109;Vigente;centella asiática 30 mg comprimido (Arama);;;;Sensible;Manual;No;No;;;9457 ¦ Arama Natural Products Distribuidora Ltda.; • 19447 ¦ F-2170/14 ¦ CENTELLA ASIÁTICA COMPRIMIDOS 30 mg;;680061000167108 ¦ centella asiática 30 mg comprimido ¦ Vigente ;795301000167108 ¦ centella asiática ¦ Vigente ;Si; • 9840 ¦ comprimido; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828161000167107;Vigente;synagis 100 mg polvo liofilizado para solución inyectable con solvente (Abbvie);;;;Sensible;Manual;No;No;;;9452 ¦ Abbvie Productos Farmacéuticos Ltda.; • 23257 ¦ B-660/14 ¦ SYNAGIS LIOFILIZADO PARA SOLUCIÓN INYECTABLE 100 mg, CON SOLVENTE;;687311000167105 ¦ palivizumab 100 mg inyectable ¦ Vigente ;795431000167109 ¦ synagis ¦ Vigente ;Si; • 9935 ¦ polvo liofilizado para solución inyectable con solvente; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828171000167101;Vigente;cefepima 1 g polvo para solución inyectable (Labvitalis);;;;Sensible;Manual;No;No;;;9632 ¦ Labvitalis S. A.; • 19421 ¦ F-13818/14 ¦ CEFEPIMA POLVO ESTÉRIL PARA SOLUCIÓN INYECTABLE 1 g;;697621000167105 ¦ cefepima 1000 mg inyectable ¦ Vigente ;786651000167105 ¦ cefepima ¦ Vigente ;Si; • 10007 ¦ polvo para solución inyectable; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828181000167104;Vigente;gemitin ungüento dérmico (S.M.B. Farma);;;;Sensible;Manual;No;No;;;9629 ¦ Laboratorios S.M.B. Farma S.A.;;;698251000167104 ¦ cloranfenicol 5% (50 mg/g) ungüento ¦ Vigente ;800091000167108 ¦ gemitin ¦ Vigente ;Si; • 9930 ¦ ungüento dérmico; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828191000167102;Vigente;peroxiben 5% gel (ISDIN);;;;Sensible;Manual;No;No;;;9563 ¦ Isdin Chile Ltda.; • 22528 ¦ F-704/13 ¦ PEROXIBEN GEL 5%;;695841000167108 ¦ peróxido de benzoílo 5% (50 mg/g) gel ¦ Vigente ;795271000167105 ¦ peroxiben ¦ Vigente ;Si; • 9992 ¦ gel; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828201000167100;Vigente;niofen neo forte suspensión oral (Neumobiotics);;;;Sensible;Manual;No;No;;;9652 ¦ Neumobiotics División (Recalcine); • 22182 ¦ F-19110/16 ¦ NIOFEN NEO FORTE SUSPENSIÓN ORAL;;680101000167105 ¦ fenilefrina 5 mg/5 mL + ibuprofeno 200 mg/5 mL suspensión oral ¦ Vigente ;781731000167101 ¦ niofen neo forte ¦ Vigente ;Si; • 9953 ¦ suspensión oral; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828211000167103;Vigente;curocef 250 mg/5 mL polvo granular para suspensión oral (GSK);;;;Sensible;Manual;No;No;;;9544 ¦ Glaxo Smithkline Chile Farmacéutica Ltda.; • 19834 ¦ F-10652/16 ¦ CUROCEF GRÁNULOS PARA SUSPENSIÓN ORAL 250 mg/5 mL;;685051000167100 ¦ cefuroxima 250 mg polvo para preparado oral ¦ Vigente ;794551000167100 ¦ curocef ¦ Vigente ;Si; • 9812 ¦ polvo granular para suspensión oral; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828221000167108;Vigente;valaplex - D 160 / 25 comprimido recubierto (Lab Chile);;;;Sensible;Manual;No;No;;;9578 ¦ Laboratorio Chile S.A.;;;696681000167108 ¦ hidroclorotiazida 25 mg + valsartán 160 mg comprimido ¦ Vigente ;775761000167104 ¦ Valaplex ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828231000167105;Vigente;amobiotic bid polvo para suspensión oral con solvente (Lab Chile);;;;Sensible;Manual;No;No;;;9578 ¦ Laboratorio Chile S.A.; • 18788 ¦ F-14356/14 ¦ AMOBIOTIC BID 1000 POLVO PARA SUSPENSIÓN ORAL 1000 mg/5 mL CON SOLVENTE;;692701000167106 ¦ amoxicilina 1000 mg/5 mL polvo para preparado oral ¦ Vigente ;794901000167105 ¦ amobiotic bid ¦ Vigente ;Si; • 9806 ¦ polvo para suspensión oral con solvente; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828241000167102;Vigente;deucoval infantil comprimido recubierto (Medipharm);;;;Sensible;Manual;No;No;;;9669 ¦ Productos Farmacéuticos Medipharm Ltda.; • 19988 ¦ F-20945/14 ¦ DEUCOVAL INFANTIL COMPRIMIDOS RECUBIERTOS 100 mg;;678961000167104 ¦ naproxeno 100 mg comprimido ¦ Vigente ;769421000167107 ¦ deucoval infantil ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828251000167104;Vigente;dormonid 5 mg/mL solución inyectable (Roche);;;;Sensible;Manual;No;No;;;9670 ¦ Productos Roche Ltda.; • 20184 ¦ F-4156/15 ¦ DORMONID SOLUCIÓN INYECTABLE 5 mg/mL;;674201000167101 ¦ midazolam 5 mg/mL inyectable ¦ Vigente ;795321000167100 ¦ dormonid ¦ Vigente ;Si; • 9971 ¦ solución inyectable; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828261000167101;Vigente;flunarizina 5 mg comprimido (Pasteur);;;;Sensible;Manual;No;No;;;9618 ¦ Laboratorios Pasteur Ltda.;;;679131000167100 ¦ flunarizina 5 mg comprimido ¦ Vigente ;785291000167105 ¦ flunarizina ¦ Vigente ;Si; • 9840 ¦ comprimido; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828271000167107;Vigente;idon suspensión oral (Saval);;;;Sensible;Manual;No;No;;;9596 ¦ Laboratorio Saval S.A.; • 21164 ¦ F-5466/15 ¦ IDON SUSPENSIÓN ORAL 1 mg/1 mL;;680081000167100 ¦ domperidona 5 mg/5 mL suspensión oral ¦ Vigente ;771281000167100 ¦ idon ¦ Vigente ;Si; • 9953 ¦ suspensión oral; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828281000167109;Vigente;circlet anillo vaginal (MSD);;;;Sensible;Manual;No;No;;;9580 ¦ Laboratorio Farmacéutico Merck Sharp & Dohme Chile, Inc; • 19524 ¦ F-19937/13 ¦ CIRCLET ANILLO VAGINAL;;679331000167102 ¦ etinilestradiol 2,7 mg + etonogestrel 11,7 mg anillo vaginal ¦ Vigente ;795801000167102 ¦ circlet ¦ Vigente ;Si; • 10039 ¦ anillo vaginal; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828291000167106;Vigente;maxalt RPD comprimido liofilizado de disolución oral instantánea (MSD);;;;Sensible;Manual;No;No;;;9580 ¦ Laboratorio Farmacéutico Merck Sharp & Dohme Chile, Inc; • 21738 ¦ F-1790/14 ¦ MAXALT RPD LIOFILIZADO ORAL DE DISOLUCIÓN INSTANTÁNEA 10 mg *Cancelado*;;696231000167106 ¦ rizatriptán 10 mg comprimido ¦ Vigente ;795841000167104 ¦ maxalt RPD ¦ Vigente ;Si; • 9920 ¦ comprimido liofilizado de disolución oral instantánea; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828301000167105;Vigente;anzap 5 mg comprimido recubierto (Ascend);;;;Sensible;Manual;No;No;;;9458 ¦ Ascend Laboratories SpA; • 18881 ¦ F-20066/13 ¦ ANZAP COMPRIMIDOS RECUBIERTOS 5 mg;;680541000167101 ¦ olanzapina 5 mg comprimido ¦ Vigente ;795411000167102 ¦ anzap ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828311000167107;Vigente;lavasept barra tópica (Farmo Química);;;;Sensible;Manual;No;No;;;9523 ¦ Farmo Química del Pacífico S.A.; • 21447 ¦ 701C-2/15 ¦ LAVASEPT JABÓN CON TRICLOSAN AL 1%;;698601000167103 ¦ triclosán 1% (10 mg/g) barra tópica ¦ Vigente ;795891000167108 ¦ lavasept ¦ Vigente ;Si; • 10037 ¦ barra tópica; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828321000167102;Vigente;nuvaring anillo vaginal (MSD);;;;Sensible;Manual;No;No;;;9580 ¦ Laboratorio Farmacéutico Merck Sharp & Dohme Chile, Inc; • 22285 ¦ F-13186/13 ¦ NUVARING ANILLO VAGINAL;;679331000167102 ¦ etinilestradiol 2,7 mg + etonogestrel 11,7 mg anillo vaginal ¦ Vigente ;795521000167108 ¦ nuvaring ¦ Vigente ;Si; • 10039 ¦ anillo vaginal; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828331000167100;Vigente;ketanor comprimido recubierto (ITF - Labomed);;;;Sensible;Manual;No;No;;;9564 ¦ ITF - Labomed Farmacéutica Ltda.; • 21332 ¦ F-18133/15 ¦ KETANOR COMPRIMIDOS RECUBIERTOS 10 mg;;676791000167105 ¦ ketorolaco 10 mg comprimido ¦ Vigente ;782571000167102 ¦ ketanor ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828341000167108;Vigente;anzap 10 mg comprimido recubierto (Ascend);;;;Sensible;Manual;No;No;;;9458 ¦ Ascend Laboratories SpA; • 18880 ¦ F-20065/13 ¦ ANZAP COMPRIMIDOS RECUBIERTOS 10 mg;;679661000167101 ¦ olanzapina 10 mg comprimido ¦ Vigente ;795411000167102 ¦ anzap ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828351000167106;Vigente;spiron solución oral para gotas (Andrómaco);;;;Sensible;Manual;No;No;;;9604 ¦ Laboratorios Andrómaco S.A.; • 23176 ¦ F-7564/16 ¦ SPIRON SOLUCIÓN ORAL PARA GOTAS 1 mg/mL;;680071000167102 ¦ risperidona 1 mg/mL gotas orales ¦ Vigente ;778061000167109 ¦ spiron ¦ Vigente ;Si; • 9843 ¦ solución oral para gotas; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828361000167109;Vigente;terloc 10 mg comprimido recubierto (Lab Chile);;;;Sensible;Manual;No;No;;;9578 ¦ Laboratorio Chile S.A.;" • 23385 ¦ F-8502/16 ¦ TERLOC COMPRIMIDOS RECUBIERTOS 10 mg
 • 23384 ¦ F-8254/11 ¦ TERLOC COMPRIMIDOS RECUBIERTOS 10 mg";;679111000167107 ¦ amlodipino 10 mg comprimido ¦ Vigente ;794261000167100 ¦ terloc ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828371000167103;Vigente;daraprim comprimido (GSK);;;;Sensible;Manual;No;No;;;9544 ¦ Glaxo Smithkline Chile Farmacéutica Ltda.; • 19891 ¦ F-2449/14 ¦ DARAPRIM COMPRIMIDOS 25 mg;;682491000167108 ¦ pirimetamina 25 mg comprimido ¦ Vigente ;794301000167109 ¦ daraprim ¦ Vigente ;Si; • 9840 ¦ comprimido; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828381000167101;Vigente;condroitina sulfato 400 mg + glucosamina sulfato 500 mg comprimido (Arama);;;;Sensible;Manual;No;No;;;9457 ¦ Arama Natural Products Distribuidora Ltda.;" • 19730 ¦ F-21668/15 ¦ GLUCOSAMINA SULFATO / CONDROITINA SULFATO 500/400 COMPRIMIDOS
 • 19729 ¦ F-14970/15 ¦ GLUCOSAMINA SULFATO - CONDROITINA SULFATO COMPRIMIDOS 500/400";;687711000167109 ¦ condroitina 400 mg + glucosamina 500 mg comprimido ¦ Vigente ;795661000167102 ¦ condroitina sulfato + glucosamina sulfato ¦ Vigente ;Si; • 9840 ¦ comprimido; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828391000167104;Vigente;dal comprimido recubierto (Gynopharm);;;;Sensible;Manual;No;No;;;9551 ¦ Gynopharm División (Recalcine); • 19876 ¦ F-17753/14 ¦ DAL COMPRIMIDOS RECUBIERTOS;;698771000167102 ¦ etinilestradiol 10 mcg comprimido y desogestrel 150 mcg + etinilestradiol 20 mcg comprimido ¦ Vigente ;794271000167106 ¦ dal ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828401000167101;Vigente;fleet para niños enema (Synthon);;;;Sensible;Manual;No;No;;;9687 ¦ Synthon Chile Ltda.; • 20680 ¦ F-3725/15 ¦ FOSFATO DE SODIO ENEMA NIÑOS, FLEET;;695251000167105 ¦ fosfato de sodio monobásico 10,8 g/67 mL + fosfato de sodio dibásico 4 g/67 mL enema ¦ Vigente ;778991000167103 ¦ fleet para niños ¦ Vigente ;Si; • 9995 ¦ enema; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828411000167104;Vigente;trio val comprimido recubierto (Saval); •  trioval comprimido recubierto (Saval);;;Sensible;Manual;No;No;;;9596 ¦ Laboratorio Saval S.A.; • 23533 ¦ F-5551/15 ¦ TRIOVAL COMPRIMIDOS RECUBIERTOS;;680331000167102 ¦ clorfenamina 4 mg + paracetamol 500 mg + pseudoefedrina clorhidrato 60 mg comprimido ¦ Vigente ;773281000167104 ¦ trio val ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828421000167109;Vigente;ketamina 500 mg/10 mL solución inyectable (Sanderson);;;;Sensible;Manual;No;No;;;9594 ¦ Laboratorio Sanderson S.A.;;;680431000167108 ¦ ketamina 500 mg/10 mL (50 mg/mL) inyectable ¦ Vigente ;794851000167102 ¦ ketamina ¦ Vigente ;Si; • 9971 ¦ solución inyectable; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828431000167106;Vigente;niofen neo comprimido recubierto (Neumobiotics);;;;Sensible;Manual;No;No;;;9652 ¦ Neumobiotics División (Recalcine); • 22180 ¦ F-19074/16 ¦ NIOFEN NEO COMPRIMIDOS RECUBIERTOS;;680621000167108 ¦ fenilefrina 5 mg + ibuprofeno 200 mg comprimido ¦ Vigente ;781921000167100 ¦ niofen neo ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828441000167103;Vigente;yasmin comprimido recubierto (Bayer);;;;Sensible;Manual;No;No;;;9469 ¦ Bayer S.A.;" • 23858 ¦ F-12897/13 ¦ YASMIN COMPRIMIDOS RECUBIERTOS
 • 23857 ¦ F-22591/16 ¦ YASMIN COMPRIMIDOS RECUBIERTOS";" • 21391 ¦ F-21650/15 ¦ LADEE COMPRIMIDOS RECUBIERTOS
 • 21394 ¦ F-20497/13 ¦ LADYGEX COMPRIMIDOS";691181000167107 ¦ drospirenona 3 mg + etinilestradiol 30 mcg comprimido ¦ Vigente ;796041000167101 ¦ yasmin ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828451000167100;Vigente;heparina sódica 25.000 U.I./5 mL solución inyectable (Sanderson);;;;Sensible;Manual;No;No;;;9594 ¦ Laboratorio Sanderson S.A.; • 21025 ¦ B-1506/16 ¦ HEPARINA SÓDICA SOLUCIÓN INYECTABLE 5.000 U.I./mL;;696101000167109 ¦ heparina sódica 25.000 UI/5 mL (5000 UI/mL) inyectable ¦ Vigente ;784751000167105 ¦ heparina sódica ¦ Vigente ;Si; • 9971 ¦ solución inyectable; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828461000167102;Vigente;mesna 200 mg/2 mL solución inyectable (Complex Therap);;;;Sensible;Manual;No;No;;;9494 ¦ Complex Therapeutics División (Recalcine); • 21827 ¦ F-19898/13 ¦ MESNA SOLUCION INYECTABLE 200 mg/2 mL;;680641000167102 ¦ mesna 200 mg/2 mL (100 mg/mL) inyectable ¦ Vigente ;796021000167107 ¦ mesna ¦ Vigente ;Si; • 9971 ¦ solución inyectable; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828471000167108;Vigente;amikacina 500 mg/2 mL solución inyectable (Sanderson);;;;Sensible;Manual;No;No;;;9594 ¦ Laboratorio Sanderson S.A.;;;680521000167107 ¦ amikacina 500 mg/2 mL (250 mg/mL) inyectable ¦ Vigente ;793451000167102 ¦ amikacina ¦ Vigente ;Si; • 9971 ¦ solución inyectable; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828481000167105;Vigente;valax - D 160 / 25 comprimido recubierto (Saval);;;;Sensible;Manual;No;No;;;9596 ¦ Laboratorio Saval S.A.; • 23616 ¦ F-17384/14 ¦ VALAX D 160/25 COMPRIMIDOS RECUBIERTOS;;696681000167108 ¦ hidroclorotiazida 25 mg + valsartán 160 mg comprimido ¦ Vigente ;785331000167104 ¦ valax ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828491000167107;Vigente;bonalfa pomada tópica (ISDIN);;;;Sensible;Manual;No;No;;;9563 ¦ Isdin Chile Ltda.; • 19227 ¦ F-16773/13 ¦ BONALFA POMADA TÓPICA 4 mcg/g;;683281000167100 ¦ tacalcitol 0,004% (40 mcg/g) ungüento ¦ Vigente ;796081000167108 ¦ bonalfa ¦ Vigente ;Si; • 9976 ¦ pomada tópica; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828501000167102;Vigente;amparax 2 mg comprimido sublingual (Wyeth);;;;Sensible;Manual;No;No;;;9631 ¦ Laboratorios Wyeth Inc.;;;680631000167105 ¦ lorazepam 2 mg comprimido sublingual ¦ Vigente ;776121000167104 ¦ amparax ¦ Vigente ;Si; • 10025 ¦ comprimido sublingual; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828511000167100;Vigente;cefotaxima 1 g polvo para solución inyectable (OPKO);;;;Sensible;Manual;No;No;;;9658 ¦ OPKO CHILE S.A.; • 19427 ¦ F-14841/15 ¦ ZEFTIMA POLVO PARA SOLUCIÓN INYECTABLE 1 g;;680651000167104 ¦ cefotaxima 1000 mg inyectable ¦ Vigente ;770711000167107 ¦ cefotaxima ¦ Vigente ;Si; • 10007 ¦ polvo para solución inyectable; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828521000167105;Vigente;valax - D 160 / 12,5 comprimido recubierto (Saval);;;;Sensible;Manual;No;No;;;9596 ¦ Laboratorio Saval S.A.; • 23615 ¦ F-17383/14 ¦ VALAX D 160/12,5 COMPRIMIDOS RECUBIERTOS;;689041000167101 ¦ hidroclorotiazida 12,5 mg + valsartán 160 mg comprimido ¦ Vigente ;785331000167104 ¦ valax ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828531000167107;Vigente;olexar comprimido recubierto (Indopharma);;;;Sensible;Manual;No;No;;;9557 ¦ Indopharma S.A.; • 22329 ¦ F-21638/15 ¦ OLEXAR COMPRIMIDOS RECUBIERTOS 10 mg;;679661000167101 ¦ olanzapina 10 mg comprimido ¦ Vigente ;796291000167100 ¦ olexar ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828541000167104;Vigente;vexa CD comprimido recubierto (Lab Chile);;;;Sensible;Manual;No;No;;;9578 ¦ Laboratorio Chile S.A.;" • 23727 ¦ F-21458/14 ¦ VEXA CD COMPRIMIDOS RECUBIERTOS
 • 23726 ¦ F-15758/11 ¦ VEXA CD COMPRIMIDOS RECUBIERTOS
 • 23728 ¦ F-16292/12 ¦ VEXA CD COMPRIMIDOS RECUBIERTOS
 • 23725 ¦ F-15759/11 ¦ VEXA COMPRIMIDOS RECUBIERTOS";;691181000167107 ¦ drospirenona 3 mg + etinilestradiol 30 mcg comprimido ¦ Vigente ;796331000167106 ¦ vexa CD ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828551000167101;Vigente;actron 200 mg cápsula blanda (Bayer);;;;Sensible;Manual;No;No;;;9469 ¦ Bayer S.A.;;;680701000167106 ¦ ibuprofeno 200 mg cápsula ¦ Vigente ;773321000167106 ¦ actron ¦ Vigente ;Si; • 9946 ¦ cápsula blanda; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828561000167103;Vigente;finartrit comprimido (Garden House);;;;Sensible;Manual;No;No;;;9612 ¦ Laboratorios Garden House Chile S.A.; • 20640 ¦ F-13036/13 ¦ FINARTRIT COMPRIMIDOS;;687711000167109 ¦ condroitina 400 mg + glucosamina 500 mg comprimido ¦ Vigente ;796131000167108 ¦ finartrit ¦ Vigente ;Si; • 9840 ¦ comprimido; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828571000167109;Vigente;taminel comprimido recubierto (Gador);;;;Sensible;Manual;No;No;;;9529 ¦ Gador Ltda.; • 23301 ¦ F-16947/13 ¦ TAMINEL COMPRIMIDOS RECUBIERTOS ;;691181000167107 ¦ drospirenona 3 mg + etinilestradiol 30 mcg comprimido ¦ Vigente ;796221000167103 ¦ taminel ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828581000167106;Vigente;lamivudina 150 mg comprimido recubierto (Indopharma);;;;Sensible;Manual;No;No;;;9557 ¦ Indopharma S.A.; • 21423 ¦ F-21238/14 ¦ LAMIVUDINA COMPRIMIDOS RECUBIERTOS 150 mg;;691131000167108 ¦ lamivudina 150 mg comprimido ¦ Vigente ;796381000167105 ¦ lamivudina ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828591000167108;Vigente;ácido valproico 250 mg comprimido con recubrimiento entérico (Andrómaco);;;;Sensible;Manual;No;No;;;9604 ¦ Laboratorios Andrómaco S.A.; • 18559 ¦ F-11376/16 ¦ ÁCIDO VALPROICO COMPRIMIDOS CON RECUBRIMIENTO ENTÉRICO 250 mg;;672531000167100 ¦ ácido valproico 250 mg comprimido ¦ Vigente ;800961000167104 ¦ ácido valproico ¦ Vigente ;Si; • 9942 ¦ comprimido con recubrimiento entérico; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828601000167103;Vigente;niofen neo suspensión oral (Neumobiotics);;;;Sensible;Manual;No;No;;;9652 ¦ Neumobiotics División (Recalcine); • 22183 ¦ F-19109/16 ¦ NIOFEN NEO SUSPENSIÓN ORAL;;681001000167103 ¦ fenilefrina 2,5 mg/5 mL + ibuprofeno 100 mg/5 mL suspensión oral ¦ Vigente ;781921000167100 ¦ niofen neo ¦ Vigente ;Si; • 9953 ¦ suspensión oral; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828611000167101;Vigente;valax - D 80 / 12,5 comprimido recubierto (Saval);;;;Sensible;Manual;No;No;;;9596 ¦ Laboratorio Saval S.A.; • 23617 ¦ F-17382/14 ¦ VALAX D 80/12,5 COMPRIMIDOS RECUBIERTOS;;694341000167100 ¦ hidroclorotiazida 12,5 mg + valsartán 80 mg comprimido ¦ Vigente ;785331000167104 ¦ valax ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828621000167106;Vigente;lamivudina 150 mg comprimido recubierto (Ascend);;;;Sensible;Manual;No;No;;;9458 ¦ Ascend Laboratories SpA; • 21422 ¦ F-20667/13 ¦ LAMIVUDINA COMPRIMIDOS RECUBIERTOS 150 mg;;691131000167108 ¦ lamivudina 150 mg comprimido ¦ Vigente ;796381000167105 ¦ lamivudina ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828631000167108;Vigente;moderiba comprimido recubierto (Abbott);;;;Sensible;Manual;No;No;;;9451 ¦ Abbott Laboratories de Chile Ltda.; • 21994 ¦ F-21978/15 ¦ MODERIBA COMPRIMIDOS RECUBIERTOS 200 mg(Ribavirina);;687541000167102 ¦ ribavirina 200 mg comprimido ¦ Vigente ;795021000167102 ¦ moderiba ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828641000167100;Vigente;diprospan G crema dérmica (MSD);;;;Sensible;Manual;No;No;;;9580 ¦ Laboratorio Farmacéutico Merck Sharp & Dohme Chile, Inc; • 20100 ¦ B-613/09 ¦ DIPROSPAN G CREMA DÉRMICA;;680861000167102 ¦ betametasona dipropionato 0,05% (500 mcg/g) + gentamicina 0,1% (1 mg/g) crema ¦ Vigente ;795681000167105 ¦ diprospan G ¦ Vigente ;Si; • 10002 ¦ crema dérmica; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
828651000167102;Vigente;olanvitae 10 mg comprimido recubierto (Galenicum);;;;Sensible;Manual;No;No;;;9531 ¦ Galenicum Health Chile SpA; • 22323 ¦ F-21985/15 ¦ OLANVITAE COMPRIMIDOS RECUBIERTOS 10 mg (OLANZAPINA);;679661000167101 ¦ olanzapina 10 mg comprimido ¦ Vigente ;796391000167107 ¦ olanvitae ¦ Vigente ;Si; • 9926 ¦ comprimido recubierto; • 373873005 ¦ producto biológico/farmacéutico ¦ es un[a] ¦ 0;
